"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IQ.CPA.GNDR.XQ","Classement de la politique sur l’égalité des sexes par l’EPIN (1=faible et 6=élevée)","L'égalité des sexes évalue dans quelle mesure le pays a mis en place des institutions et des programmes qui appliquent des lois et des politiques faisant la promotion de l'égalité d'accès pour les hommes et les femmes à l'éducation, à la santé, à l'économie et à la protection en vertu des lois.","Banque de données EPIN du Groupe de la Banque mondiale (http://www.worldbank.org/ida).",
"IQ.CPA.ENVR.XQ","Classement des politiques et institutions pour la durabilité de l’environnement par l’EPIN (1=faible et 6=élevée)","Les politiques et institutions pour la durabilité de l'environnement évaluent dans quelle mesure les politiques environnementales favorisent la protection et l'utilisation durable des ressources naturelles et la gestion de la pollution.","Banque de données EPIN du Groupe de la Banque mondiale (http://www.worldbank.org/ida).",
"IP.TMK.RSCT","Nombre de demandes de dépôt de marques, résidents","Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) offices and designations received by relevant offices through the Madrid System. A trademark is a distinctive sign which identifies certain goods or services as those produced or provided by a specific person or enterprise. A trademark provides protection to the owner of the mark by ensuring the exclusive right to use it to identify goods or services, or to authorize another to use it in return for payment. The period of protection varies, but a trademark can be renewed indefinitely beyond the time limit on payment of additional fees. Resident application refers to an application filed with the IP office of or acting on behalf of the state or jurisdiction in which the first-named applicant in the application has residence. Class count is used to render application data for trademark applications across offices comparable, as some offices follow a single-class/single-design filing system while other have a multiple class/design filing system.","Organisation mondiale de la propriété intellectuelle (OMPI), Statistiques de propriété intellectuelle (www.wipo.int/ipstats/). Le Bureau international de l’OMPI décline toute responsabilité quant à la transformation de ces données.",
"IP.JRN.ARTC.SC","Articles de journaux scientifiques et techniques","Les articles de journaux scientifiques et techniques font référence au nombre d'articles scientifiques et d'ingénierie publiés dans les domaines suivants : physique, biologie, chimie, mathématique, médecine clinique, recherche biomédicale, ingénierie et technologie, et sciences de la terre et de l'espace.","Indicateurs de sciences et d'ingénierie de la Fondation nationale des sciences.",
"IE.PPN.TRAN.CD","","","",
"IE.PPI.TRAN.CD","Investissements dans les transports avec une participation privée ($ US courants) ","Les investissements dans les projets en télécommunications avec une participation privée désignent les projets d'infrastructures dans le domaine des télécommunications qui sont clos financièrement et qui servent directement ou indirectement le public. Les actifs mobiles sont exclus. Les types de projets compris sont les opérations et contrats de gestion, les opérations et contrats de gestion avec d'importantes dépenses en capital, les projets d'investissements en installations nouvelles (dans lesquelles une entité privée ou un partenariat public-privé bâtit et exploite les nouvelles installations) et les désinvestissements. Les engagements commis sont la somme des investissements dans des installations et des investissements dans l'actif du gouvernement. Les investissements dans les installations sont les ressources que l'entreprise d'un projet s'engage à investir au cours de la période du contrat soit dans de nouvelles installations soit dans l'expansion ou la modernisation d'installations existantes. Les investissements dans les actifs du gouvernement sont les ressources que l'entreprise du projet dépense pour acquérir des actifs du gouvernement tels que des sociétés d'État, des droits de fournir des services dans un domaine spécifique ou d'utiliser un spectre radio précis. Les données sont en dollars américains courants.","Base de données des participations privées dans les projets d'infrastructures de la Banque mondiale (http://ppi.worldbank.org).",
"IC.WRH.DURS","Temps nécessaire pour construire un entrepôt (jours)","Le temps nécessaire pour construire un entrepôt est le nombre de jours calendaires requis pour terminer toutes les procédures permettant de construire un entrepôt. Si une procédure peut être accélérée moyennant des frais additionnels, la procédure la plus rapide sera utilisée pour ce calcul, peu importe les frais.","Banque mondiale, projet Doing Business (http://www.doingbusiness.org/).",
"IC.TAX.OTHR.CP.ZS","Autres taxes dues par les entreprises (% des bénéfices commerciaux)","Les autres taxes dues par les entreprises incluent les montants payés pour les impôts fonciers, les taxes sur le chiffre d'affaires et d'autres petites taxes comme les taxes communales et les taxes sur les véhicules et le carburant.","Banque mondiale, projet Doing Business (http://www.doingbusiness.org/).",
"IC.TAX.DURS","Temps nécessaire pour préparer et payer ses impôts (heures)","Le temps nécessaire pour préparer sa déclaration d'impôt et la payer est le temps exprimé en heures par année qu'il faut pour préparer et payer (ou retenir à la source) trois principaux types d'impôts : les impôts sur les entreprises, la taxe de vente ou la taxe sur la valeur ajoutée, et les impôts sur la masse salariale, notamment les cotisations de sécurité sociales.","Banque mondiale, projet Doing Business (http://www.doingbusiness.org/).",
"IC.REG.DURS.MA","Temps nécessaire pour constituer une entreprise, hommes (jours)","Le temps nécessaire pour créer une entreprise est le nombre de jours calendaires requis pour remplir toutes les procédures permettant d'exploiter en toute légalité une entreprise. Si une procédure peut être accélérée moyennant des frais additionnels, la procédure la plus rapide sera utilisée pour ce calcul, peu importe les frais.","Banque mondiale, projet Doing Business (http://www.doingbusiness.org/).",
"IC.REG.COST.PC.MA.ZS","Coûts des procédures de constitution d’une entreprise, hommes (% du RNB par habitant)","Le coût d'enregistrement d'une entreprise a été normalisé en le présentant en tant que pourcentage du revenu national brut (RNB) par habitant.","Banque mondiale, projet Doing Business (http://www.doingbusiness.org/).",
"EN.ATM.CO2E.PC","Émissions de CO2 (tonnes métriques par habitant)","Les émissions de dioxyde de carbone sont celles qui émanent lors de la combustion de combustibles fossiles et de la fabrication de ciment. Elles comprennent les émissions de dioxyde de carbone produites lors de la consommation de combustibles solides, liquides et gazeux et de torchage.","Centre d'analyse des informations relatives au dioxyde de carbone, division des sciences de l'environnement, Oak Ridge National Laboratory, Tennessee, États-Unis.",
"EN.ATM.CO2E.KD.GD","Émissions de CO2 (kg par $ US de 2010 de PIB)","Les émissions de dioxyde de carbone sont celles qui émanent lors de la combustion de combustibles fossiles et de la fabrication de ciment. Elles comprennent les émissions de dioxyde de carbone produites lors de la consommation de combustibles solides, liquides et gazeux et de torchage.","Centre d'analyse des informations relatives au dioxyde de carbone, division des sciences de l'environnement, Oak Ridge National Laboratory, Tennessee, États-Unis.",
"EG.USE.PCAP.KG.OE","Utilisation d’énergie (kg d’équivalent pétrole par habitant)","L'utilisation d'énergie désigne l'énergie primaire avant transformation en des combustibles pour utilisation finale, ce qui équivaut à la production indigène plus les importations et variations du stock moins les exportations et les combustibles pour les bateaux et avions servant au transport international.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
"EG.USE.COMM.FO.ZS","Consommation de carburants fossiles (% du total)","Les combustibles fossiles comprennent le charbon, le pétrole, l'huile de roche et les produits du gaz naturel.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
"EG.GDP.PUSE.KO.PP","PIB par unité d’énergie utilisée ($ PPA par kg d’équivalent pétrole)","Le PIB par unité d'énergie utilisée est le PIB en PPA par kilogramme d'équivalent pétrole d'utilisation d'énergie. Le PIB en PPA est le produit intérieur brut (PIB) converti en dollars internationaux courants au moyen des taux de parité des pouvoirs d'achat (PPA). Un dollar international a le même pouvoir d'achat sur le PIB du pays déclarant qu'un dollar américain aux États-Unis.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp) et données sur la PPA de la Banque mondiale.",
"EG.ELC.RNEW.ZS","Production d’électricité renouvelable (% de la production totale d’électricité)","Renewable electricity is the share of electrity generated by renewable power plants in total electricity generated by all types of plants.","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée du SE4ALL Global Tracking Framework (Banque mondiale, Agence internationale de l’énergie et Programme d’assistance à la gestion du secteur énergétique [ESMAP]).",
"EG.ELC.LOSS.ZS","Pertes d’électricité lors de la transmission et de la distribution (% de la production)","Les pertes d'électricité lors de la transmission et de la distribution comprennent les pertes lors de la transmission entre les sources d'approvisionnement et les points de distributions et lors de la distribution aux consommateurs, notamment le chapardage.","Agence internationale de l'énergie (Statistiques AIE © OCDE/AIE, http://www.iea.org/stats/index.asp), Statistiques sur l'énergie et balances des pays non membres de l'OCDE et Statistiques sur l'énergie des pays membres de l'OCDE et annuaire statistique sur l'énergie de l'ONU.",
"EG.ELC.ACCS.ZS","Accès à l’électricité (% de la population)","L’accès à l’électricité correspond au pourcentage de la population disposant d’un accès à l’électricité. Les données sur l’électrification sont obtenues auprès de l’industrie, d’enquêtes nationales et de sources internationales.","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée du SE4ALL Global Tracking Framework (Banque mondiale, Agence internationale de l’énergie et Programme d’assistance à la gestion du secteur énergétique [ESMAP]).",
"EG.CFT.ACCS.ZS","Accès à des combustibles et techniques de cuisson propres (% de la population)","Access to clean fuels and technologies for cooking is the proportion of total population primarily using clean cooking fuels and technologies for cooking. Under WHO guidelines, kerosene is excluded from clean cooking fuels.","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée de la base de données Global Household Energy de l’OMS.",
"DT.TDS.MLAT.CD","Service de la dette multilatérale (Service de la dette totale, $ US courants)","Les prêts multilatéraux publics et garantis par l'État englobent les prêts et crédits accordés par la Banque mondiale, les banques régionales de développement et les autres agences multilatérales et intergouvernementales. Les prêts financés par des fonds gérés par une organisation internationale au nom d'un gouvernement donateur unique sont exclus. Ces derniers sont classés comme étant des prêts accordés par des gouvernements. Les paiements du service de la dette sont la somme des remboursements de capital et des paiements d'intérêt réellement effectués au cours d'une année donnée. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.TDS.DPPF.XP.ZS","Service de la dette (PGE et FMI seulement, % des exportations de biens, de services et de revenus primaires)","Le service de la dette est la somme des remboursements de capital et des intérêts réellement payés sur les devises, biens et services étrangers. Cette série est différente des séries standard sur le ratio de la dette par rapport aux exportations. En effet, elle ne porte que sur la dette à long terme publique et garantie par l'État et les remboursements (rachats et frais) payés au FMI. Les exportations de biens et services comprennent les revenus, mais ne comprennent pas les envois de fonds des travailleurs. Data for Heavily Indebted Poor Countries (HIPC) are from HIPC Initiative's Status of Implementation Report.","Banque mondiale, Global Development Finance.",
"DT.TDS.DECT.CD","Service de la dette sur la dette extérieure, total (Service de la dette totale, $ US)","Le total du service de la dette est la somme des remboursements de capital et des intérêts réellement payés en devises étrangères, en biens ou en services sur la dette à long terme, les intérêts payés sur la dette à court terme et les remboursements (rachats et frais) payés au FMI. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.ODA.ODAT.KD","Aide publique au développement nette reçue (US $ constants de 2018)","L'aide publique au développement (APD) nette désigne les décaissement de prêts consentis à des taux concessionnels (hors remboursement de capital) et les subventions des agences membres du Comité d'aide au développement (CAD), des institutions multilatérales et des pays non membres du CAD pour promouvoir le développement économique et le bien-être dans les pays et territoires figurant sur la liste du CAD des bénéficiaires d'APD. L'APD désigne les prêts dont l'élément de libéralité est d'au moins 25 % (calculé à un taux d'escompte de 10 %). Les données sont en dollars américains constants de 2013.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.ODA.OATL.KD","Aide publique nette reçue (US $ constants de 2018)","Laide publique nette fait référence aux flux daide (hors remboursements) provenant de donateurs officiels versés à des pays et territoires figurant à la partie II de la liste des bénéficiaires du CAD : les pays plus avancés de lEurope centrale et de lEst, les pays de lancienne Union soviétique, et certains pays et territoires en développement qui sont avancés. Laide publique est fournie selon des conditions similaires à celles de lAPD. La partie II de la liste de bénéficiaires du CAD a été abolie en 2005. La collecte de données sur laide publique et les autres flux de ressources vers les pays figurant à la partie II sest terminée avec les données de 2004. Les données sont en dollars américains constants de 2014.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.NFL.WHOL.CD","Flux officiels nets des agences des Nations Unies, OMS (dollars US actuels)","Les flux nets officiels des agences des Nations Unies sont les montants nets déboursés des flux officiels totaux des agences des Nations Unies. Le total des flux d'aide publique désigne la somme de l'aide publique au développement (APD) ou de l'aide publique et des autres apports du secteur public et représente le total des décaissements par le secteur public dans son ensemble pour le pays déclarant. Les décaissements nets sont les décaissements bruts de subventions et de prêts moins les remboursements de capital sur les prêts antérieurs. L'aide publique au développement (APD) désigne les prêts concessionnels (comportant un élément de libéralité d'au moins 25 %, calculé à un taux d'escompte de 10 %) et des subventions accordées pour promouvoir le développement économique et le bien-être dans les pays et territoires se trouvant sur la liste du CAD des bénéficiaires d'APD. L'aide publique fait référence aux flux d'aide provenant de donateurs officiels versée à des pays et territoires figurant à la partie II de la liste des bénéficiaires du CAD : les pays plus avancés de l'Europe centrale et de l'Est, les pays de l'ancienne Union soviétique, et certains pays et territoires en développement qui sont avancés. L'aide publique est fournie selon des conditions similaires à celles de l'APD. La partie II de la liste de bénéficiaires du CAD a été abolie en 2005. La collecte de données sur l'aide publique et les autres flux de ressources vers les pays figurant à la partie II s'est terminée avec les données de 2004. Les autres apports par le secteur public sont les transactions réalisées par le secteur public dont le principal objectif est autre que le développement ou s'il est motivé par le développement, dont l'élément de libéralité est inférieur au seuil de 25 %. Au-delà de ce seuil, ils seraient enregistrés en tant qu'aide publique au développement (APD). Les principales classes de transactions incluses ici sont les crédits officiels à l'exportation, les placements du secteur officiel et les investissements de portefeuille, ainsi que la réorganisation de la dette entreprise par le secteur officiel selon des termes libéraux (indépendamment de la nature ou de l'identité du créancier d'origine).  Les agences des Nations Unies incluent le Fonds des Nations Unies pour l'enfance (UNICEF), l'Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA), le Programme alimentaire mondial (PAM), le Fonds international de développement agricole (FIDA), le Programme des Nations Unies pour le développement (PNUD), le Fonds des Nations Unies pour les activités en matière de population (FNUAP), le Haut Commissariat des Nations Unies pour les réfugiés (UNHCR), le Programme commun des Nations Unies sur le VIH/SIDA (ONUSIDA) et le programme ordinaire d'assistance technique des Nations Unies (UNTA). Les données sont en dollars américains courants.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNRW.CD","Flux publics nets des agences de l’ONU, UNRWA ($ US courants)","Les flux nets officiels des agences des Nations Unies sont les montants nets déboursés des flux officiels totaux des agences des Nations Unies. Le total des flux d'aide publique désigne la somme de l'aide publique au développement (APD) ou de l'aide publique et des autres apports du secteur public et représente le total des décaissements par le secteur public dans son ensemble pour le pays déclarant. Les décaissements nets sont les décaissements bruts de subventions et de prêts moins les remboursements de capital sur les prêts antérieurs. L'aide publique au développement (APD) désigne les prêts concessionnels (comportant un élément de libéralité d'au moins 25 %, calculé à un taux d'escompte de 10 %) et des subventions accordées pour promouvoir le développement économique et le bien-être dans les pays et territoires se trouvant sur la liste du CAD des bénéficiaires d'APD. L'aide publique fait référence aux flux d'aide provenant de donateurs officiels versée à des pays et territoires figurant à la partie II de la liste des bénéficiaires du CAD : les pays plus avancés de l'Europe centrale et de l'Est, les pays de l'ancienne Union soviétique, et certains pays et territoires en développement qui sont avancés. L'aide publique est fournie selon des conditions similaires à celles de l'APD. La partie II de la liste de bénéficiaires du CAD a été abolie en 2005. La collecte de données sur l'aide publique et les autres flux de ressources vers les pays figurant à la partie II s'est terminée avec les données de 2004. Les autres apports par le secteur public sont les transactions réalisées par le secteur public dont le principal objectif est autre que le développement ou s'il est motivé par le développement, dont l'élément de libéralité est inférieur au seuil de 25 %. Au-delà de ce seuil, ils seraient enregistrés en tant qu'aide publique au développement (APD). Les principales classes de transactions incluses ici sont les crédits officiels à l'exportation, les placements du secteur officiel, les investissements de portefeuille, ainsi que la réorganisation de la dette entreprise par le secteur officiel selon des termes libéraux (indépendamment de la nature ou de l'identité du créancier d'origine).  Les agences des Nations Unies incluent le Fonds des Nations Unies pour l'enfance (UNICEF), l'Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA), l'Agence internationale de l'énergie atomique (AIEA), le Fonds international de développement agricole (FIDA), le Programme commun des Nations Unies sur le VIH/SIDA (ONUSIDA), le Programme des Nations Unies pour le développement (PNUD), la Commission économique pour l'Europe des Nations Unies (CEENU), le Fonds des Nations Unies pour les activités en matière de population (FNUAP), le Haut Commissariat des Nations Unies pour les réfugiés (UNHCR), le Programme alimentaire mondial (PAM) et l'Organisation mondiale de la santé (OMS). Les données sont en dollars américains courants.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNEP.CD","","","",
"DT.NFL.UNCF.CD","Flux publics nets des agences de l’ONU, UNICEF ($ US courants)","Les flux nets officiels des agences des Nations Unies sont les montants nets déboursés des flux officiels totaux des agences des Nations Unies. Le total des flux d'aide publique désigne la somme de l'aide publique au développement (APD) ou de l'aide publique et des autres apports du secteur public et représente le total des décaissements par le secteur public dans son ensemble pour le pays déclarant. Les décaissements nets sont les décaissements bruts de subventions et de prêts moins les remboursements de capital sur les prêts antérieurs. L'aide publique au développement (APD) désigne les prêts concessionnels (comportant un élément de libéralité d'au moins 25 %, calculé à un taux d'escompte de 10 %) et des subventions accordées pour promouvoir le développement économique et le bien-être dans les pays et territoires se trouvant sur la liste du CAD des bénéficiaires d'APD. L'aide publique fait référence aux flux d'aide provenant de donateurs officiels versée à des pays et territoires figurant à la partie II de la liste des bénéficiaires du CAD : les pays plus avancés de l'Europe centrale et de l'Est, les pays de l'ancienne Union soviétique, et certains pays et territoires en développement qui sont avancés. L'aide publique est fournie selon des conditions similaires à celles de l'APD. La partie II de la liste de bénéficiaires du CAD a été abolie en 2005. La collecte de données sur l'aide publique et les autres flux de ressources vers les pays figurant à la partie II s'est terminée avec les données de 2004. Les autres apports par le secteur public sont les transactions réalisées par le secteur public dont le principal objectif est autre que le développement ou s'il est motivé par le développement, dont l'élément de libéralité est inférieur au seuil de 25 %. Au-delà de ce seuil, ils seraient enregistrés en tant qu'aide publique au développement (APD). Les principales classes de transactions incluses ici sont les crédits officiels à l'exportation, les placements du secteur officiel, les investissements de portefeuille, ainsi que la réorganisation de la dette entreprise par le secteur officiel selon des termes libéraux (indépendamment de la nature ou de l'identité du créancier d'origine).  Les agences des Nations Unies incluent le Fonds des Nations Unies pour l'enfance (UNICEF), l'Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA), l'Agence internationale de l'énergie atomique (AIEA), le Fonds international de développement agricole (FIDA), le Programme commun des Nations Unies sur le VIH/SIDA (ONUSIDA), le Programme des Nations Unies pour le développement (PNUD), la Commission économique pour l'Europe des Nations Unies (CEENU), le Fonds des Nations Unies pour les activités en matière de population (FNUAP), le Haut Commissariat des Nations Unies pour les réfugiés (UNHCR), le Programme alimentaire mondial (PAM) et l'Organisation mondiale de la santé (OMS). Les données sont en dollars américains courants.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.NFL.PRVT.CD","PGE, créanciers privés (Flux nets, dollars américains courants)","La dette publique et garantie par l'État de créanciers privés comprend les obligations qui sont émises par l'État ou placées par voie privée ; les prêts bancaires commerciaux des banques privées et autres institutions financières privées ; et les autres crédits obtenus auprès de fabricants, d'exportateurs et d'autres fournisseurs de biens et crédits bancaires couverts par une garantie d'une agence de crédit à l'exportation. Les flux nets (ou prêts nets ou décaissements nets) reçus par l'emprunteur au cours de l'année sont les décaissements moins les remboursements de capital. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.NFL.PCBO.CD","Prêts des banques commerciales et autres créanciers (PGE + PNG) (Flux nets, $ US courants)","Les prêts des banques commerciales et autres prêts incluent les prêts nets des banques commerciales (publics et garantis par le public et privés non garantis) et les autres crédits privés. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.NFL.NIFC.CD","IFC, privée non garantie (Flux nets, dollars américains courants)","Dette à long terme non garantie placée par voie privée de la Société financière internationale (IFC). Les flux nets (ou prêts nets ou décaissements nets) reçus par l'emprunteur au cours de l'année sont les décaissements moins les remboursements de capital. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.NFL.MIBR.CD","Flux financiers nets, BIRD (Flux nets, $ US courants)","Les flux financiers nets reçus par l'emprunteur au cours de l'année sont les décaissements de prêts et de crédits moins les remboursements de capital. La BIRD est la Banque internationale pour la reconstruction et le développement, le plus important membre du Groupe de la Banque mondiale et son membre fondateur. Les données sont en dollars américains courants.","Banque mondiale, Global Development Finance.",
"DT.NFL.IFAD.CD","Flux publics nets des agences de l’ONU, FIDA ($ US courants)","Les flux nets officiels des agences des Nations Unies sont les montants nets déboursés des flux officiels totaux des agences des Nations Unies. Le total des flux d'aide publique désigne la somme de l'aide publique au développement (APD) ou de l'aide publique et des autres apports du secteur public et représente le total des décaissements par le secteur public dans son ensemble pour le pays déclarant. Les décaissements nets sont les décaissements bruts de subventions et de prêts moins les remboursements de capital sur les prêts antérieurs. L'aide publique au développement (APD) désigne les prêts concessionnels (comportant un élément de libéralité d'au moins 25 %, calculé à un taux d'escompte de 10 %) et des subventions accordées pour promouvoir le développement économique et le bien-être dans les pays et territoires se trouvant sur la liste du CAD des bénéficiaires d'APD. L'aide publique fait référence aux flux d'aide provenant de donateurs officiels versée à des pays et territoires figurant à la partie II de la liste des bénéficiaires du CAD : les pays plus avancés de l'Europe centrale et de l'Est, les pays de l'ancienne Union soviétique, et certains pays et territoires en développement qui sont avancés. L'aide publique est fournie selon des conditions similaires à celles de l'APD. La partie II de la liste de bénéficiaires du CAD a été abolie en 2005. La collecte de données sur l'aide publique et les autres flux de ressources vers les pays figurant à la partie II s'est terminée avec les données de 2004. Les autres apports par le secteur public sont les transactions réalisées par le secteur public dont le principal objectif est autre que le développement ou s'il est motivé par le développement, dont l'élément de libéralité est inférieur au seuil de 25 %. Au-delà de ce seuil, ils seraient enregistrés en tant qu'aide publique au développement (APD). Les principales classes de transactions incluses ici sont les crédits officiels à l'exportation, les placements du secteur officiel, les investissements de portefeuille, ainsi que la réorganisation de la dette entreprise par le secteur officiel selon des termes libéraux (indépendamment de la nature ou de l'identité du créancier d'origine).  Les agences des Nations Unies incluent le Fonds des Nations Unies pour l'enfance (UNICEF), l'Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA), l'Agence internationale de l'énergie atomique (AIEA), le Fonds international de développement agricole (FIDA), le Programme commun des Nations Unies sur le VIH/SIDA (ONUSIDA), le Programme des Nations Unies pour le développement (PNUD), la Commission économique pour l'Europe des Nations Unies (CEENU), le Fonds des Nations Unies pour les activités en matière de population (FNUAP), le Haut Commissariat des Nations Unies pour les réfugiés (UNHCR), le Programme alimentaire mondial (PAM) et l'Organisation mondiale de la santé (OMS). Les données sont en dollars américains courants.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DT.NFL.BOND.CD","Investissements du portefeuille, obligations (PGE + PNG) (Flux nets, $ US courants)","Les obligations sont des titres émis portant un taux fixe d’intérêt sur une période de plus d’un an. Elles comprennent les flux nets d’émissions transfrontalières d’obligations publiques et garanties par le public et privées non garanties.","Banque mondiale, Global Development Finance.",
"DC.DAC.AUTL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Autriche ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"CM.MKT.TRAD.CD","Actions transigées, valeur totale ($ US courants)","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.","Fédération mondiale de base de données des échanges .",
"CM.MKT.INDX.ZG","Indice boursier S&P (% de variation annuelle)","Les indices S&P Global Equity mesurent la variation du cours du dollar américain sur les marchés boursiers couverts par les indices nationaux S&P/IFCI et S&P/Frontier BMI.","Aide-mémoire sur les marchés boursiers internationaux et données additionnelles de Standard & Poor's.",
"CC.PER.RNK","","","",
"BX.TRF.PWKR.CD.DT","Transferts personnels et rémunération des employés ($ US courants)","Les transferts personnels se composent de l’ensemble des transferts courants en espèces ou en nature que des ménages résidents opèrent vers d’autres ménages non résidents ou reçoivent d’eux. Ils incluent ainsi l’ensemble des transferts courants entre individus résidents et non résidents. La rémunération des employés fait référence aux revenus des travailleurs frontaliers et saisonniers et autres travailleurs à temps limité qui sont employés dans une économie autre que celle dont ils sont résidents, et des résidents employés par des entités non résidentes. Les données correspondent à la somme des deux rubriques suivantes définies dans la sixième édition du Manuel de la balance des paiements du FMI : transferts personnels et rémunération des employés. Elles sont en dollars américains courants. ","Estimations du personnel de la Banque mondiale basées sur les données de la balance des paiements du FMI.",
"BX.KLT.DINV.WD.GD.ZS","Investissements étrangers directs, entrées nettes (% du PIB)","Les investissements étrangers directs sont les rentrées nettes d'investissement pour acquérir une participation durable (10 % ou plus des actions avec droit de vote) dans une entreprise opérant au sein d'une économie autre que celle de l'investisseur. C'est la somme des fonds propres, des bénéfices réinvestis, des autres capitaux à long terme et des capitaux à court terme comptabilisés dans la balance des paiements. Cette série montre les flux entrants nets (flux nets d’investissement moins les désinvestissements) des investisseurs étrangers dans l’économie déclarante.","Statistiques financières internationales et bases de données sur la balance des paiements du Fonds monétaire international, de la Banque mondiale et de Global Development Finance ; et estimations du PIB de la Banque moniale et de l'OCDE.",
"BX.GSR.TOTL.CD","Exportations de biens, de services et de revenus primaires (BDP, $ US courants)","Les exportations de biens, de services et de revenus désignent la somme de biens (marchandises) exportés, d'exportations de services (services autres que ceux des facteurs) et des rentrées de revenu (revenu des facteurs). Les données sont en dollars américains courants.","Fonds monétaire international, rapport annuel des statistiques de la balance des paiements et fichiers de données.",
